Neighborhood,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,MasVnrArea,Foundation,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,PavedDrive,SalePrice
12,5,1967,1967,1,0.0,1,864,1,4,900,900,1,6,1,1967.0,1,288,2,123000
17,6,1905,2000,1,0.0,0,482,0,4,1221,1912,2,7,1,2003.0,2,672,2,163000
0,7,2006,2006,3,45.0,2,1356,1,4,1500,1500,2,6,1,2006.0,3,648,2,246578
23,8,2005,2006,3,245.0,2,1094,1,4,1133,2482,2,9,1,2005.0,3,642,2,281213
23,5,1948,1950,1,0.0,1,747,1,4,1687,1687,1,7,2,1966.0,2,572,0,160000
3,5,1920,2004,1,0.0,0,939,1,4,939,1513,1,8,0,1933.0,1,180,0,137500
12,5,1950,1982,1,0.0,1,1208,1,0,1136,1904,1,7,0,1950.0,1,240,2,138000
18,6,1925,1990,1,0.0,0,976,1,4,1160,1608,2,7,1,1925.0,1,216,2,137450
3,6,1929,1950,1,0.0,0,862,1,4,950,1158,1,5,1,1929.0,1,208,2,120000
8,6,2004,2004,1,0.0,2,839,1,4,864,1593,2,8,1,2004.0,2,398,2,193000
5,7,2006,2006,1,0.0,2,1286,1,4,1294,1294,2,6,1,2006.0,2,662,2,193879
21,8,2007,2007,1,84.0,2,1485,1,4,1464,1464,2,6,0,2007.0,3,754,2,282922
17,3,1915,1950,1,0.0,2,672,1,4,694,1214,1,6,0,1998.0,3,936,2,105000
6,8,2004,2005,3,174.0,2,1594,1,4,1646,1646,2,5,1,2004.0,2,482,2,275000
5,5,1972,2007,1,0.0,1,768,1,4,768,768,1,5,0,1988.0,2,396,2,133000
11,5,1985,1985,1,0.0,1,833,1,4,833,833,1,5,0,0.0,0,0,2,112000
17,4,1910,1950,1,0.0,1,622,1,4,741,1363,1,6,0,1966.0,2,528,2,125500
14,7,1986,1991,1,123.0,1,791,1,4,1236,2093,2,7,1,1986.0,2,542,2,215000
5,7,2001,2001,1,0.0,2,944,1,4,944,1840,2,6,0,2001.0,2,622,2,230000
12,6,1950,2005,1,0.0,1,856,1,4,1112,1668,1,6,0,1950.0,1,271,2,140000
12,4,1949,1950,1,0.0,3,0,0,1,1040,1040,2,6,0,1956.0,2,420,2,90000
20,8,2005,2006,1,366.0,2,1844,1,4,1844,1844,2,7,1,2005.0,2,620,2,257000
3,6,1923,2000,2,0.0,0,833,1,4,1053,1848,1,8,1,1922.0,2,370,0,207000
0,7,2007,2007,3,130.0,2,1386,1,4,1569,1569,2,7,1,2007.0,3,660,2,175900
17,4,1885,1950,1,0.0,2,777,1,4,1246,2290,2,11,0,1971.0,2,560,0,122500
15,8,1998,1998,1,731.0,2,1284,1,4,1310,2450,2,7,1,1998.0,3,1069,2,340000
12,5,1963,1963,1,0.0,1,1144,1,4,1144,1144,1,6,0,1962.0,1,336,2,124000
6,6,1969,1969,1,312.0,1,1844,1,4,1844,1844,2,7,1,1969.0,2,540,2,223000
14,6,1968,1968,1,420.0,1,708,1,4,708,1416,2,7,1,1968.0,2,776,2,179900
13,6,1977,1977,1,0.0,1,1069,1,4,1069,1069,2,4,1,1977.0,2,440,2,127500
5,6,2003,2003,1,170.0,2,848,1,4,848,848,1,3,0,2003.0,2,420,2,136500
7,6,1966,1966,0,0.0,1,697,1,4,1575,2201,2,8,1,1966.0,2,432,2,274970
12,5,1958,1983,3,0.0,1,1024,1,4,1344,1344,1,6,1,1970.0,1,484,2,144000
12,6,1959,1959,3,243.0,1,1252,1,4,1252,1252,1,7,0,1960.0,2,528,2,142000
15,7,1994,1994,1,448.0,2,1223,1,4,1223,2127,2,5,2,1994.0,2,525,2,271000
12,5,1945,1950,1,0.0,1,913,1,0,1048,1558,1,6,1,1962.0,1,288,2,140000
17,5,1940,1992,1,294.0,1,788,1,4,804,804,1,4,2,1940.0,1,240,2,119000
14,6,1981,1981,1,310.0,1,1440,1,4,1440,1440,2,7,1,1981.0,2,467,2,182900
8,5,2005,2005,1,0.0,2,732,1,4,734,1838,2,7,1,2005.0,2,372,2,192140
13,6,1976,1976,1,0.0,1,958,1,4,958,958,2,5,0,1976.0,2,440,2,143750
17,4,1927,2007,1,0.0,0,656,1,4,968,968,2,5,0,1928.0,1,216,2,64500
8,6,2000,2000,1,318.0,2,936,1,4,962,1792,2,8,1,2000.0,2,451,2,186500
11,5,1977,1977,1,0.0,1,1126,1,4,1126,1126,2,5,1,1977.0,2,484,1,160000
12,6,1962,2005,1,237.0,1,1319,1,4,1537,1537,1,7,1,1962.0,2,462,2,174000
12,4,1971,1971,1,0.0,2,864,1,4,864,864,1,5,0,1974.0,2,528,2,120500
16,8,2008,2008,3,426.0,2,1932,1,4,1932,1932,2,7,1,2008.0,3,774,2,394617
17,6,1957,1996,1,0.0,1,912,1,0,1236,1236,1,6,0,1957.0,2,923,2,149700
14,7,1979,1979,3,96.0,1,539,1,4,1040,1725,2,6,1,1979.0,2,550,2,197000
6,6,1922,1994,1,0.0,0,588,1,4,1423,2555,2,11,1,1993.0,2,672,2,191000
5,6,2004,2004,1,147.0,2,848,1,4,848,848,1,3,1,2004.0,2,420,2,149300
21,10,2008,2008,1,160.0,2,1017,1,4,1026,2007,2,10,1,2008.0,3,812,2,310000
3,6,1916,1950,1,0.0,0,952,0,1,952,952,1,4,1,1916.0,1,192,1,121000
5,7,2004,2004,1,106.0,2,1422,1,4,1422,1422,2,7,0,2004.0,2,626,2,179600
19,6,1966,1966,1,0.0,1,814,1,4,913,913,1,6,0,1990.0,1,240,2,129000
11,5,1962,1962,1,189.0,1,1188,1,4,1188,1188,1,6,0,1962.0,1,312,1,157900
5,8,1995,1996,1,438.0,2,1220,1,4,1220,2090,2,8,1,1995.0,2,556,2,240000
7,4,1910,2000,1,0.0,1,560,0,4,796,1346,1,6,0,1950.0,1,384,2,112000
10,5,1970,1970,1,0.0,1,630,1,4,630,630,1,3,0,0.0,0,0,2,92000
12,5,1974,1974,1,0.0,1,896,1,4,896,1792,2,8,0,0.0,0,0,2,136000
21,8,2008,2009,1,194.0,2,1573,1,4,1578,1578,2,7,1,2008.0,3,840,2,287090
7,5,2005,2005,1,80.0,2,547,1,4,1072,1072,1,5,0,2005.0,2,525,2,145000
11,5,2006,2006,1,0.0,2,1140,1,4,1140,1140,1,6,0,0.0,0,0,2,84500
21,7,2004,2005,1,0.0,2,1221,1,4,1221,1221,2,6,0,2004.0,2,400,2,185000
8,6,1999,2000,1,0.0,2,953,1,4,953,1647,2,7,1,1999.0,2,460,2,175000
14,6,1978,1988,1,119.0,1,1542,1,4,2073,2073,2,7,2,1978.0,2,500,2,210000
6,7,1941,2006,1,0.0,4,1152,1,4,1188,2340,2,9,2,1941.0,1,252,2,266500
12,5,1950,1996,3,0.0,1,1078,1,0,1078,1078,1,5,0,1950.0,1,240,2,142125
7,5,1965,1965,1,0.0,1,1256,1,4,1256,1256,1,6,0,1965.0,1,276,2,147500
